#,File Name,True,Pred,Prob,Type,Set
1,C_D_0027_no_fall_seq_002.npy,no_fall,fall,0.9999,FP,val
2,B_M_196_no_fall_seq_000.npy,no_fall,fall,0.7285,FP,val
3,B_D_0251_no_fall_seq_005.npy,no_fall,fall,0.9839,FP,val
4,C_M_65_no_fall_seq_000.npy,no_fall,fall,0.8740,FP,val
5,B_N_466_resized_no_fall_seq_000.npy,no_fall,fall,0.9965,FP,val
6,S_M_129_resized_no_fall_seq_000.npy,no_fall,fall,0.7153,FP,val
7,B_N_327_no_fall_seq_004.npy,no_fall,fall,0.8230,FP,val
8,B_N_318_no_fall_seq_004.npy,no_fall,fall,0.7234,FP,val
9,B_D_0176_no_fall_seq_001.npy,no_fall,fall,0.6954,FP,val
10,B_M_108_no_fall_seq_001.npy,no_fall,fall,0.9872,FP,val
11,S_D_0146_resized_no_fall_seq_002.npy,no_fall,fall,0.9811,FP,val
12,S_D_0032_resized_no_fall_seq_000.npy,no_fall,fall,0.9883,FP,val
13,B_M_209_no_fall_seq_004.npy,no_fall,fall,0.8897,FP,val
14,B_D_0210_no_fall_seq_002.npy,no_fall,fall,0.7358,FP,val
15,B_D_0012_no_fall_seq_000.npy,no_fall,fall,0.5338,FP,val
16,B_N_396_no_fall_seq_000.npy,no_fall,fall,0.9823,FP,val
17,C_M_146_resized_no_fall_seq_000.npy,no_fall,fall,0.9939,FP,val
18,L0006_no_fall_seq_000.npy,no_fall,fall,0.9999,FP,val
19,B_D_0159_no_fall_seq_003.npy,no_fall,fall,0.5132,FP,val
20,B_M_162_no_fall_seq_000.npy,no_fall,fall,0.9927,FP,val
21,B_N_327_no_fall_seq_005.npy,no_fall,fall,0.8213,FP,val
22,B_M_165_no_fall_seq_002.npy,no_fall,fall,0.9870,FP,val
23,S_D_0037_resized_no_fall_seq_002.npy,no_fall,fall,0.9153,FP,val
24,B_N_260_resized_no_fall_seq_000.npy,no_fall,fall,0.9972,FP,val
25,C_D_0054_no_fall_seq_000.npy,no_fall,fall,0.9118,FP,val
26,B_D_0243_no_fall_seq_003.npy,no_fall,fall,0.9341,FP,val
27,B_N_512_resized_no_fall_seq_001.npy,no_fall,fall,0.9870,FP,val
28,S_N_143_no_fall_seq_001.npy,no_fall,fall,0.9938,FP,val
29,S_N_60_no_fall_seq_000.npy,no_fall,fall,0.5790,FP,val
30,C_N_114_resized_no_fall_seq_002.npy,no_fall,fall,0.5440,FP,val
31,B_N_514_no_fall_seq_000.npy,no_fall,fall,0.9596,FP,val
32,B_M_88_resized_no_fall_seq_000.npy,no_fall,fall,0.6081,FP,val
33,B_N_259_resized_no_fall_seq_000.npy,no_fall,fall,0.7018,FP,val
34,S_D_0183_no_fall_seq_001.npy,no_fall,fall,0.9454,FP,val
35,C_D_0048_no_fall_seq_000.npy,no_fall,fall,0.6851,FP,val
36,B_N_269_resized_no_fall_seq_000.npy,no_fall,fall,0.9666,FP,val
37,B_N_169_resized_no_fall_seq_000.npy,no_fall,fall,0.6623,FP,val
38,B_D_0174_resized_no_fall_seq_001.npy,no_fall,fall,0.6644,FP,val
39,B_M_211_no_fall_seq_002.npy,no_fall,fall,0.9454,FP,val
40,S_D_0215_no_fall_seq_001.npy,no_fall,fall,0.5079,FP,val
41,B_N_393_no_fall_seq_000.npy,no_fall,fall,0.9950,FP,val
42,B_N_38_no_fall_seq_001.npy,no_fall,fall,0.9094,FP,val
43,B_N_157_resized_no_fall_seq_000.npy,no_fall,fall,0.9739,FP,val
44,B_M_159_no_fall_seq_002.npy,no_fall,fall,0.8687,FP,val
45,S_D_0038_resized_no_fall_seq_002.npy,no_fall,fall,0.9330,FP,val
46,C_N_227_resized_no_fall_seq_000.npy,no_fall,fall,0.9134,FP,val
47,B_D_0217_no_fall_seq_001.npy,no_fall,fall,0.9978,FP,val
48,B_N_332_no_fall_seq_004.npy,no_fall,fall,0.7103,FP,val
49,C_N_420_no_fall_seq_000.npy,no_fall,fall,0.5175,FP,val
50,C_D_0180_no_fall_seq_003.npy,no_fall,fall,0.6987,FP,val
51,C0296_no_fall_seq_000.npy,no_fall,fall,0.9841,FP,val
52,B_N_262_resized_no_fall_seq_001.npy,no_fall,fall,0.9895,FP,val
53,C_N_419_no_fall_seq_001.npy,no_fall,fall,0.8752,FP,val
54,B_M_84_no_fall_seq_000.npy,no_fall,fall,0.9158,FP,val
55,B_N_09_no_fall_seq_002.npy,no_fall,fall,0.9925,FP,val
56,B_D_0254_no_fall_seq_000.npy,no_fall,fall,0.9915,FP,val
57,B_N_369_no_fall_seq_000.npy,no_fall,fall,0.6109,FP,val
58,C_D_0163_resized_no_fall_seq_004.npy,no_fall,fall,0.5212,FP,val
59,S_D_0093_resized_no_fall_seq_000.npy,no_fall,fall,0.9953,FP,val
60,C_M_229_resized_no_fall_seq_001.npy,no_fall,fall,0.8993,FP,val
61,B_D_0166_no_fall_seq_000.npy,no_fall,fall,0.5224,FP,val
62,B_N_314_no_fall_seq_003.npy,no_fall,fall,0.9951,FP,val
63,B_N_243_no_fall_seq_002.npy,no_fall,fall,0.9955,FP,val
64,B_M_108_no_fall_seq_000.npy,no_fall,fall,1.0000,FP,val
65,C0162_no_fall_seq_000.npy,no_fall,fall,0.7638,FP,val
66,B_D_0088_resized_no_fall_seq_000.npy,no_fall,fall,0.9967,FP,val
67,S_D_0036_resized_no_fall_seq_001.npy,no_fall,fall,0.8437,FP,val
68,S_M_88_no_fall_seq_000.npy,no_fall,fall,0.9870,FP,val
69,B_M_198_resized_no_fall_seq_002.npy,no_fall,fall,0.8036,FP,val
70,B_N_454_no_fall_seq_000.npy,no_fall,fall,0.9877,FP,val
71,C_N_27_no_fall_seq_000.npy,no_fall,fall,0.7873,FP,val
72,B_N_218_no_fall_seq_000.npy,no_fall,fall,0.9950,FP,val
73,B_N_532_no_fall_seq_001.npy,no_fall,fall,0.7453,FP,val
74,B_N_510_resized_no_fall_seq_002.npy,no_fall,fall,0.7315,FP,val
75,B_N_369_no_fall_seq_002.npy,no_fall,fall,1.0000,FP,val
76,B_N_237_no_fall_seq_001.npy,no_fall,fall,0.9958,FP,val
77,20240913125636_fall_seq_000.npy,fall,no_fall,0.0013,FN,val
78,C_N_553_resized_fall_seq_010.npy,fall,no_fall,0.0037,FN,val
79,S_N_572_resized_fall_seq_017.npy,fall,no_fall,0.1017,FN,val
80,S_F5_cam1_fall_seq_000.npy,fall,no_fall,0.2031,FN,val
81,S_D_0104_resized_fall_seq_004.npy,fall,no_fall,0.2347,FN,val
82,C_M_173_fall_seq_000.npy,fall,no_fall,0.0023,FN,val
83,S_D_0188_fall_seq_005.npy,fall,no_fall,0.3458,FN,val
84,S_D_0238_resized_fall_seq_006.npy,fall,no_fall,0.0114,FN,val
85,C_N_169_resized_fall_seq_000.npy,fall,no_fall,0.0772,FN,val
86,S_D_0250_fall_seq_005.npy,fall,no_fall,0.2970,FN,val
87,C_D_0067_fall_seq_011.npy,fall,no_fall,0.0609,FN,val
88,S_N_453_resized_fall_seq_000.npy,fall,no_fall,0.1363,FN,val
89,C_M_110_fall_seq_024.npy,fall,no_fall,0.0588,FN,val
90,C_N_552_resized_fall_seq_000.npy,fall,no_fall,0.1642,FN,val
91,S_N_323_resized_fall_seq_002.npy,fall,no_fall,0.1035,FN,val
92,C_D_0176_fall_seq_010.npy,fall,no_fall,0.1344,FN,val
93,S_N_501_resized_fall_seq_002.npy,fall,no_fall,0.0383,FN,val
94,C_D_0167_resized_fall_seq_005.npy,fall,no_fall,0.3695,FN,val
95,S_D_0104_resized_fall_seq_001.npy,fall,no_fall,0.2828,FN,val
96,20240917132753_fall_seq_000.npy,fall,no_fall,0.2421,FN,val
97,20240913131637_fall_seq_000.npy,fall,no_fall,0.0941,FN,val
98,C_N_505_fall_seq_000.npy,fall,no_fall,0.1654,FN,val
99,S_D_0010_fall_seq_001.npy,fall,no_fall,0.0075,FN,val
100,S_N_508_resized_fall_seq_001.npy,fall,no_fall,0.0250,FN,val
101,S_D_0245_fall_seq_001.npy,fall,no_fall,0.0027,FN,val
102,S_D_0221_fall_seq_004.npy,fall,no_fall,0.4258,FN,val
103,S_F1_cam4_fall_seq_001.npy,fall,no_fall,0.2505,FN,val
104,S_N_566_resized_fall_seq_000.npy,fall,no_fall,0.1177,FN,val
105,C_M_110_fall_seq_025.npy,fall,no_fall,0.0233,FN,val
106,C_M_123_resized_fall_seq_000.npy,fall,no_fall,0.0152,FN,val
107,20240914130343_fall_seq_000.npy,fall,no_fall,0.0084,FN,val
108,S_M_10_resized_fall_seq_000.npy,fall,no_fall,0.0024,FN,val
109,S_N_540_resized_fall_seq_000.npy,fall,no_fall,0.0244,FN,val
110,C_N_79_resized_fall_seq_001.npy,fall,no_fall,0.2749,FN,val
111,S_D_0035_resized_fall_seq_002.npy,fall,no_fall,0.0291,FN,val
112,S_N_196_resized_fall_seq_000.npy,fall,no_fall,0.0534,FN,val
113,S_N_323_resized_fall_seq_000.npy,fall,no_fall,0.0191,FN,val
114,S_N_500_resized_fall_seq_002.npy,fall,no_fall,0.1082,FN,val
115,20240917131035_fall_seq_000.npy,fall,no_fall,0.0103,FN,val
116,S_D_0205_fall_seq_005.npy,fall,no_fall,0.4973,FN,val
117,C_N_10_fall_seq_000.npy,fall,no_fall,0.0272,FN,val
118,S_D_0121_fall_seq_005.npy,fall,no_fall,0.3431,FN,val
119,S_N_117_resized_fall_seq_000.npy,fall,no_fall,0.2755,FN,val
120,S_N_260_fall_seq_000.npy,fall,no_fall,0.4198,FN,val
121,S_N_142_fall_seq_002.npy,fall,no_fall,0.2982,FN,val
122,C_D_0167_resized_fall_seq_019.npy,fall,no_fall,0.4767,FN,val
123,C_D_0265_resized_fall_seq_004.npy,fall,no_fall,0.2916,FN,val
124,C_N_230_resized_fall_seq_001.npy,fall,no_fall,0.0453,FN,val
125,C_M_196_resized_fall_seq_001.npy,fall,no_fall,0.1274,FN,val
126,S_F15_cam7_fall_seq_000.npy,fall,no_fall,0.1255,FN,val
127,S_N_06_fall_seq_000.npy,fall,no_fall,0.0034,FN,val
128,C_D_0266_resized_fall_seq_004.npy,fall,no_fall,0.0319,FN,val
129,C_D_0165_resized_fall_seq_006.npy,fall,no_fall,0.2195,FN,val
130,S_D_0149_resized_fall_seq_004.npy,fall,no_fall,0.2477,FN,val
131,S_N_506_resized_fall_seq_001.npy,fall,no_fall,0.0602,FN,val
132,20240917132847_fall_seq_000.npy,fall,no_fall,0.0426,FN,val
133,S_N_320_resized_fall_seq_001.npy,fall,no_fall,0.3426,FN,val
134,S_F20_cam4_fall_seq_000.npy,fall,no_fall,0.1991,FN,val
135,20240914130643_fall_seq_000.npy,fall,no_fall,0.0104,FN,val
136,C_D_0165_resized_fall_seq_000.npy,fall,no_fall,0.2616,FN,val
137,S_N_572_resized_fall_seq_016.npy,fall,no_fall,0.2888,FN,val
138,S_M_211_resized_fall_seq_000.npy,fall,no_fall,0.2156,FN,val
139,S_F22_cam2_fall_seq_000.npy,fall,no_fall,0.0000,FN,val
140,S_M_126_fall_seq_002.npy,fall,no_fall,0.0611,FN,val
141,C_N_114_resized_fall_seq_004.npy,fall,no_fall,0.3654,FN,val
142,S_D_0159_fall_seq_005.npy,fall,no_fall,0.0002,FN,val
143,C_M_74_fall_seq_004.npy,fall,no_fall,0.0250,FN,val
144,S_N_452_resized_fall_seq_000.npy,fall,no_fall,0.0006,FN,val
145,C_M_114_resized_fall_seq_000.npy,fall,no_fall,0.0162,FN,val
146,S_D_0059_fall_seq_005.npy,fall,no_fall,0.1006,FN,val
147,C_N_420_fall_seq_000.npy,fall,no_fall,0.1918,FN,val
148,C_N_502_fall_seq_000.npy,fall,no_fall,0.4965,FN,val
149,S_F12_cam3_fall_seq_000.npy,fall,no_fall,0.2987,FN,val
150,S_M_108_fall_seq_002.npy,fall,no_fall,0.0094,FN,val
151,20240913124610_fall_seq_000.npy,fall,no_fall,0.4628,FN,val
152,S_N_508_resized_fall_seq_000.npy,fall,no_fall,0.0201,FN,val
153,S_M_125_fall_seq_001.npy,fall,no_fall,0.2305,FN,val
154,C_M_170_fall_seq_000.npy,fall,no_fall,0.3300,FN,val
155,C_D_0165_resized_fall_seq_003.npy,fall,no_fall,0.3311,FN,val
156,S_F6_cam3_fall_seq_001.npy,fall,no_fall,0.0727,FN,val
157,S_D_0159_fall_seq_004.npy,fall,no_fall,0.0003,FN,val
158,B_D_0252_no_fall_seq_003.npy,no_fall,fall,0.9349,FP,test
159,B_N_166_resized_no_fall_seq_000.npy,no_fall,fall,0.9994,FP,test
160,S_N_116_resized_no_fall_seq_000.npy,no_fall,fall,0.5426,FP,test
161,B_D_0174_resized_no_fall_seq_002.npy,no_fall,fall,0.9470,FP,test
162,C_D_0088_resized_no_fall_seq_000.npy,no_fall,fall,0.7801,FP,test
163,B_M_108_no_fall_seq_002.npy,no_fall,fall,0.9744,FP,test
164,B_N_70_resized_no_fall_seq_000.npy,no_fall,fall,0.9931,FP,test
165,B_N_168_resized_no_fall_seq_001.npy,no_fall,fall,0.7554,FP,test
166,B_D_0177_no_fall_seq_005.npy,no_fall,fall,0.5823,FP,test
167,B_D_0176_no_fall_seq_000.npy,no_fall,fall,0.9727,FP,test
168,C_D_0163_resized_no_fall_seq_000.npy,no_fall,fall,0.9997,FP,test
169,B_N_264_resized_no_fall_seq_000.npy,no_fall,fall,0.9919,FP,test
170,S_M_215_resized_no_fall_seq_001.npy,no_fall,fall,0.8926,FP,test
171,S_M_217_resized_no_fall_seq_002.npy,no_fall,fall,0.7784,FP,test
172,B_D_0183_no_fall_seq_000.npy,no_fall,fall,0.9998,FP,test
173,B_N_335_resized_no_fall_seq_000.npy,no_fall,fall,0.7370,FP,test
174,B_N_532_no_fall_seq_000.npy,no_fall,fall,0.7213,FP,test
175,S_D_0037_resized_no_fall_seq_001.npy,no_fall,fall,0.8731,FP,test
176,B_D_0203_no_fall_seq_001.npy,no_fall,fall,0.9939,FP,test
177,S_D_0022_no_fall_seq_000.npy,no_fall,fall,0.9887,FP,test
178,B_D_0203_no_fall_seq_000.npy,no_fall,fall,0.8947,FP,test
179,C_D_0090_resized_no_fall_seq_000.npy,no_fall,fall,0.7027,FP,test
180,B_N_313_no_fall_seq_001.npy,no_fall,fall,0.7157,FP,test
181,S_N_505_resized_no_fall_seq_000.npy,no_fall,fall,0.9906,FP,test
182,B_N_415_no_fall_seq_002.npy,no_fall,fall,0.9770,FP,test
183,C_D_0082_resized_no_fall_seq_000.npy,no_fall,fall,0.9947,FP,test
184,B_N_385_no_fall_seq_000.npy,no_fall,fall,0.9984,FP,test
185,S_N_142_no_fall_seq_000.npy,no_fall,fall,0.5213,FP,test
186,S_M_183_resized_no_fall_seq_000.npy,no_fall,fall,0.9986,FP,test
187,B_N_236_no_fall_seq_001.npy,no_fall,fall,0.9861,FP,test
188,B_N_06_no_fall_seq_000.npy,no_fall,fall,0.9750,FP,test
189,B_D_0250_no_fall_seq_000.npy,no_fall,fall,0.5767,FP,test
190,C_D_0143_resized_no_fall_seq_004.npy,no_fall,fall,0.7073,FP,test
191,B_D_0220_no_fall_seq_001.npy,no_fall,fall,0.9768,FP,test
192,C_D_0100_resized_no_fall_seq_000.npy,no_fall,fall,0.8674,FP,test
193,B_M_148_no_fall_seq_000.npy,no_fall,fall,0.6822,FP,test
194,C_D_0168_resized_no_fall_seq_000.npy,no_fall,fall,0.8047,FP,test
195,B_N_509_resized_no_fall_seq_000.npy,no_fall,fall,0.9979,FP,test
196,C_D_0025_no_fall_seq_003.npy,no_fall,fall,1.0000,FP,test
197,B_N_182_no_fall_seq_001.npy,no_fall,fall,0.5324,FP,test
198,C_D_0168_resized_no_fall_seq_001.npy,no_fall,fall,0.7001,FP,test
199,B_N_170_resized_no_fall_seq_001.npy,no_fall,fall,0.5267,FP,test
200,B_N_452_no_fall_seq_001.npy,no_fall,fall,0.6745,FP,test
201,B_N_319_no_fall_seq_001.npy,no_fall,fall,0.9484,FP,test
202,S_M_215_resized_no_fall_seq_000.npy,no_fall,fall,0.8872,FP,test
203,S_N_387_resized_no_fall_seq_001.npy,no_fall,fall,0.5667,FP,test
204,C_M_142_resized_no_fall_seq_000.npy,no_fall,fall,0.9951,FP,test
205,B_N_315_no_fall_seq_002.npy,no_fall,fall,0.9878,FP,test
206,B_D_0240_no_fall_seq_000.npy,no_fall,fall,0.9768,FP,test
207,C_D_0053_no_fall_seq_000.npy,no_fall,fall,0.9463,FP,test
208,B_N_455_no_fall_seq_000.npy,no_fall,fall,0.7765,FP,test
209,B_N_333_no_fall_seq_003.npy,no_fall,fall,0.9818,FP,test
210,B_N_314_no_fall_seq_002.npy,no_fall,fall,0.9951,FP,test
211,C0253_no_fall_seq_000.npy,no_fall,fall,0.8274,FP,test
212,C_D_0055_no_fall_seq_000.npy,no_fall,fall,0.9118,FP,test
213,B_N_243_no_fall_seq_001.npy,no_fall,fall,0.9866,FP,test
214,C_M_36_resized_no_fall_seq_000.npy,no_fall,fall,0.9909,FP,test
215,B_N_354_resized_no_fall_seq_000.npy,no_fall,fall,0.9438,FP,test
216,C_D_0170_no_fall_seq_005.npy,no_fall,fall,0.5028,FP,test
217,B_N_394_no_fall_seq_000.npy,no_fall,fall,0.6963,FP,test
218,C0065_no_fall_seq_000.npy,no_fall,fall,0.7914,FP,test
219,B_N_461_resized_no_fall_seq_000.npy,no_fall,fall,0.9992,FP,test
220,B_D_0217_no_fall_seq_000.npy,no_fall,fall,0.9746,FP,test
221,B_M_31_resized_no_fall_seq_001.npy,no_fall,fall,0.9590,FP,test
222,C_D_0166_resized_no_fall_seq_005.npy,no_fall,fall,0.8088,FP,test
223,B_D_0256_no_fall_seq_001.npy,no_fall,fall,0.5054,FP,test
224,S_D_0104_resized_fall_seq_002.npy,fall,no_fall,0.3418,FN,test
225,C_N_551_resized_fall_seq_000.npy,fall,no_fall,0.0521,FN,test
226,S_M_169_resized_fall_seq_001.npy,fall,no_fall,0.0412,FN,test
227,S_D_0005_resized_fall_seq_001.npy,fall,no_fall,0.1163,FN,test
228,S_N_196_resized_fall_seq_001.npy,fall,no_fall,0.3881,FN,test
229,S_N_554_resized_fall_seq_000.npy,fall,no_fall,0.3035,FN,test
230,S_F1_cam4_fall_seq_000.npy,fall,no_fall,0.4361,FN,test
231,S_D_0038_resized_fall_seq_000.npy,fall,no_fall,0.0014,FN,test
232,S_D_0245_fall_seq_000.npy,fall,no_fall,0.0008,FN,test
233,S_N_566_resized_fall_seq_001.npy,fall,no_fall,0.1447,FN,test
234,S_F19_cam3_fall_seq_000.npy,fall,no_fall,0.0029,FN,test
235,C_M_95_resized_fall_seq_000.npy,fall,no_fall,0.0339,FN,test
236,C_D_0093_resized_fall_seq_001.npy,fall,no_fall,0.0081,FN,test
237,S_M_239_fall_seq_000.npy,fall,no_fall,0.0010,FN,test
238,C_M_105_fall_seq_001.npy,fall,no_fall,0.3610,FN,test
239,C_D_0176_fall_seq_011.npy,fall,no_fall,0.3425,FN,test
240,C_N_350_fall_seq_000.npy,fall,no_fall,0.0002,FN,test
241,20240917131412_fall_seq_000.npy,fall,no_fall,0.0287,FN,test
242,C_D_0167_resized_fall_seq_004.npy,fall,no_fall,0.1496,FN,test
243,C_N_550_resized_fall_seq_000.npy,fall,no_fall,0.0605,FN,test
244,S_D_0154_resized_fall_seq_000.npy,fall,no_fall,0.0714,FN,test
245,S_F19_cam4_fall_seq_000.npy,fall,no_fall,0.4669,FN,test
246,S_N_234_resized_fall_seq_000.npy,fall,no_fall,0.1436,FN,test
247,S_M_29_resized_fall_seq_000.npy,fall,no_fall,0.1892,FN,test
248,C_M_89_fall_seq_002.npy,fall,no_fall,0.2033,FN,test
249,S_F3_cam5_fall_seq_000.npy,fall,no_fall,0.2046,FN,test
250,C_N_233_resized_fall_seq_000.npy,fall,no_fall,0.0232,FN,test
251,S_D_0029_fall_seq_000.npy,fall,no_fall,0.3244,FN,test
252,S_N_549_resized_fall_seq_000.npy,fall,no_fall,0.0001,FN,test
253,S_D_0009_fall_seq_006.npy,fall,no_fall,0.4810,FN,test
254,C_M_110_fall_seq_000.npy,fall,no_fall,0.4186,FN,test
255,S_N_509_resized_fall_seq_001.npy,fall,no_fall,0.0158,FN,test
256,S_D_0223_resized_fall_seq_005.npy,fall,no_fall,0.1422,FN,test
257,S_M_233_fall_seq_000.npy,fall,no_fall,0.0279,FN,test
258,S_N_22_fall_seq_000.npy,fall,no_fall,0.1740,FN,test
259,S_N_06_fall_seq_003.npy,fall,no_fall,0.0078,FN,test
260,S_D_0005_resized_fall_seq_000.npy,fall,no_fall,0.2203,FN,test
261,20240916195114_fall_seq_000.npy,fall,no_fall,0.0009,FN,test
262,C_M_110_fall_seq_001.npy,fall,no_fall,0.4370,FN,test
263,S_D_0009_fall_seq_031.npy,fall,no_fall,0.2610,FN,test
264,S_N_565_resized_fall_seq_000.npy,fall,no_fall,0.1547,FN,test
265,S_F16_cam3_fall_seq_000.npy,fall,no_fall,0.0482,FN,test
266,C_D_0160_resized_fall_seq_002.npy,fall,no_fall,0.0410,FN,test
267,S_D_0249_fall_seq_005.npy,fall,no_fall,0.2042,FN,test
268,C_D_0067_fall_seq_009.npy,fall,no_fall,0.3597,FN,test
269,S_D_0219_fall_seq_000.npy,fall,no_fall,0.0059,FN,test
270,C_N_171_resized_fall_seq_004.npy,fall,no_fall,0.1841,FN,test
271,S_F11_cam5_fall_seq_000.npy,fall,no_fall,0.0949,FN,test
272,S_M_108_fall_seq_001.npy,fall,no_fall,0.0133,FN,test
273,C_N_481_resized_fall_seq_001.npy,fall,no_fall,0.0430,FN,test
274,S_D_0214_fall_seq_005.npy,fall,no_fall,0.2440,FN,test
275,20240917122005_fall_seq_000.npy,fall,no_fall,0.0026,FN,test
276,S_N_566_resized_fall_seq_003.npy,fall,no_fall,0.1637,FN,test
277,C_D_0177_fall_seq_000.npy,fall,no_fall,0.4825,FN,test
278,S_N_509_resized_fall_seq_000.npy,fall,no_fall,0.0128,FN,test
279,S_F10_cam5_fall_seq_000.npy,fall,no_fall,0.0110,FN,test
280,S_N_233_resized_fall_seq_000.npy,fall,no_fall,0.0014,FN,test
281,S_D_0141_resized_fall_seq_000.npy,fall,no_fall,0.0023,FN,test
282,C_N_179_resized_fall_seq_003.npy,fall,no_fall,0.1229,FN,test
283,S_N_143_fall_seq_001.npy,fall,no_fall,0.1165,FN,test
284,C_N_78_resized_fall_seq_015.npy,fall,no_fall,0.3949,FN,test
285,C_M_206_resized_fall_seq_002.npy,fall,no_fall,0.1641,FN,test
286,C_N_541_fall_seq_000.npy,fall,no_fall,0.0101,FN,test
287,C_N_114_resized_fall_seq_000.npy,fall,no_fall,0.2081,FN,test
288,C_D_0171_fall_seq_000.npy,fall,no_fall,0.2183,FN,test
289,S_M_169_resized_fall_seq_002.npy,fall,no_fall,0.0349,FN,test
290,C_D_0167_resized_fall_seq_001.npy,fall,no_fall,0.0654,FN,test
291,S_N_566_resized_fall_seq_005.npy,fall,no_fall,0.0039,FN,test
292,20240917132826_fall_seq_000.npy,fall,no_fall,0.0854,FN,test
293,S_D_0236_fall_seq_005.npy,fall,no_fall,0.0829,FN,test
294,C_D_0150_resized_fall_seq_000.npy,fall,no_fall,0.2973,FN,test
295,S_D_0104_resized_fall_seq_000.npy,fall,no_fall,0.1688,FN,test
296,S_D_0238_resized_fall_seq_007.npy,fall,no_fall,0.0105,FN,test
297,S_D_0176_fall_seq_005.npy,fall,no_fall,0.3458,FN,test
298,C_N_84_resized_fall_seq_000.npy,fall,no_fall,0.0000,FN,test
299,C_D_0172_fall_seq_000.npy,fall,no_fall,0.0137,FN,test
300,C_N_244_fall_seq_001.npy,fall,no_fall,0.1783,FN,test
301,C_N_80_resized_fall_seq_010.npy,fall,no_fall,0.0190,FN,test
302,S_F6_cam5_fall_seq_000.npy,fall,no_fall,0.4117,FN,test
303,S_N_145_fall_seq_001.npy,fall,no_fall,0.3017,FN,test
304,C_M_214_fall_seq_000.npy,fall,no_fall,0.0324,FN,test
305,C_D_0180_fall_seq_000.npy,fall,no_fall,0.0258,FN,test
306,S_F20_cam3_fall_seq_000.npy,fall,no_fall,0.0474,FN,test
307,S_F7_cam5_fall_seq_000.npy,fall,no_fall,0.2515,FN,test
308,C_N_178_resized_fall_seq_003.npy,fall,no_fall,0.3705,FN,test
309,S_N_506_resized_fall_seq_000.npy,fall,no_fall,0.1156,FN,test
310,C_M_193_resized_fall_seq_000.npy,fall,no_fall,0.3427,FN,test
311,20240918201300_fall_seq_000.npy,fall,no_fall,0.2064,FN,test
312,S_D_0069_fall_seq_001.npy,fall,no_fall,0.1294,FN,test
313,C_N_237_resized_fall_seq_000.npy,fall,no_fall,0.2331,FN,test
314,S_F1_cam3_fall_seq_000.npy,fall,no_fall,0.3285,FN,test
